Mod:Item:MetaData, Localized Name
tconstruct:shard:0, Peridot Shard
tconstruct:shard:0, Osmium Shard
tconstruct:shard:0, Refined Obsidian Shard
tconstruct:shard:0, Refined Glowstone Shard
tconstruct:shard:0, Osgloglas Shard
tconstruct:shard:0, Osmiridium Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Black Quartz Shard
tconstruct:shard:0, Void Shard
tconstruct:shard:0, Enori Shard
tconstruct:shard:0, Saphi Shard
tconstruct:shard:0, Rutonia Shard
tconstruct:shard:0, Peridadic Shard
tconstruct:shard:0, Diamatine Shard
tconstruct:shard:0, Infinity Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Mica Shard
tconstruct:shard:0, Litherite Shard
tconstruct:shard:0, Erodium Shard
tconstruct:shard:0, Kyronite Shard
tconstruct:shard:0, Pladium Shard
tconstruct:shard:0, Ionite Shard
tconstruct:shard:0, Aethium Shard
tconstruct:shard:0, Emerald Shard
tconstruct:shard:0, Wyvern Shard
tconstruct:shard:0, Awakened Shard
tconstruct:shard:0, Chaotic Shard
tconstruct:shard:0, Dark Matter Shard
tconstruct:shard:0, Red Matter Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Magical Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Evil Infused Sharpening Kit
tconstruct:sharpening_kit:0, Enchanted Sharpening Kit
tconstruct:sharpening_kit:0, Demonic Sharpening Kit
tconstruct:sharpening_kit:0, Boron Sharpening Kit
tconstruct:sharpening_kit:0, Tough Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Hard Carbon Sharpening Kit
tconstruct:sharpening_kit:0, Boron Nitride Sharpening Kit
tconstruct:sharpening_kit:0, Thorium Sharpening Kit
tconstruct:sharpening_kit:0, Uranium Sharpening Kit
tconstruct:sharpening_kit:0, Magnesium Sharpening Kit
tconstruct:sharpening_kit:0, Chocolate Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Plastic Sharpening Kit
tconstruct:sharpening_kit:0, Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Reinforced Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Ruby Sharpening Kit
tconstruct:sharpening_kit:0, Peridot Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, Osgloglas Sharpening Kit
tconstruct:sharpening_kit:0, Osmiridium Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Black Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Void Sharpening Kit
tconstruct:sharpening_kit:0, Enori Sharpening Kit
tconstruct:sharpening_kit:0, Saphi Sharpening Kit
tconstruct:sharpening_kit:0, Rutonia Sharpening Kit
tconstruct:sharpening_kit:0, Peridadic Sharpening Kit
tconstruct:sharpening_kit:0, Diamatine Sharpening Kit
tconstruct:sharpening_kit:0, Infinity Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Mica Sharpening Kit
tconstruct:sharpening_kit:0, Litherite Sharpening Kit
tconstruct:sharpening_kit:0, Erodium Sharpening Kit
tconstruct:sharpening_kit:0, Kyronite Sharpening Kit
tconstruct:sharpening_kit:0, Pladium Sharpening Kit
tconstruct:sharpening_kit:0, Ionite Sharpening Kit
tconstruct:sharpening_kit:0, Aethium Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Sharpening Kit
tconstruct:sharpening_kit:0, Awakened Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Sharpening Kit
tconstruct:sharpening_kit:0, Dark Matter Sharpening Kit
tconstruct:sharpening_kit:0, Red Matter Sharpening Kit
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Fake-Iron Pickaxe Head
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Magical Wooden Pickaxe Head
tconstruct:pick_head:0, Evil Infused Pickaxe Head
tconstruct:pick_head:0, Enchanted Pickaxe Head
tconstruct:pick_head:0, Demonic Pickaxe Head
tconstruct:pick_head:0, Boron Pickaxe Head
tconstruct:pick_head:0, Tough Alloy Pickaxe Head
tconstruct:pick_head:0, Hard Carbon Pickaxe Head
tconstruct:pick_head:0, Boron Nitride Pickaxe Head
tconstruct:pick_head:0, Thorium Pickaxe Head
tconstruct:pick_head:0, Uranium Pickaxe Head
tconstruct:pick_head:0, Magnesium Pickaxe Head
tconstruct:pick_head:0, Chocolate Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Plastic Pickaxe Head
tconstruct:pick_head:0, Pink Slime Pickaxe Head
tconstruct:pick_head:0, Reinforced Pink Slime Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, Osgloglas Pickaxe Head
tconstruct:pick_head:0, Osmiridium Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Black Quartz Pickaxe Head
tconstruct:pick_head:0, Void Pickaxe Head
tconstruct:pick_head:0, Enori Pickaxe Head
tconstruct:pick_head:0, Saphi Pickaxe Head
tconstruct:pick_head:0, Rutonia Pickaxe Head
tconstruct:pick_head:0, Peridadic Pickaxe Head
tconstruct:pick_head:0, Diamatine Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Mica Pickaxe Head
tconstruct:pick_head:0, Litherite Pickaxe Head
tconstruct:pick_head:0, Erodium Pickaxe Head
tconstruct:pick_head:0, Kyronite Pickaxe Head
tconstruct:pick_head:0, Pladium Pickaxe Head
tconstruct:pick_head:0, Ionite Pickaxe Head
tconstruct:pick_head:0, Aethium Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Awakened Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Boron Shovel Head
tconstruct:shovel_head:0, Tough Alloy Shovel Head
tconstruct:shovel_head:0, Hard Carbon Shovel Head
tconstruct:shovel_head:0, Boron Nitride Shovel Head
tconstruct:shovel_head:0, Thorium Shovel Head
tconstruct:shovel_head:0, Uranium Shovel Head
tconstruct:shovel_head:0, Magnesium Shovel Head
tconstruct:shovel_head:0, Chocolate Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Plastic Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Reinforced Pink Slime Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, Osgloglas Shovel Head
tconstruct:shovel_head:0, Osmiridium Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Black Quartz Shovel Head
tconstruct:shovel_head:0, Void Shovel Head
tconstruct:shovel_head:0, Enori Shovel Head
tconstruct:shovel_head:0, Saphi Shovel Head
tconstruct:shovel_head:0, Rutonia Shovel Head
tconstruct:shovel_head:0, Peridadic Shovel Head
tconstruct:shovel_head:0, Diamatine Shovel Head
tconstruct:shovel_head:0, Infinity Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Mica Shovel Head
tconstruct:shovel_head:0, Litherite Shovel Head
tconstruct:shovel_head:0, Erodium Shovel Head
tconstruct:shovel_head:0, Kyronite Shovel Head
tconstruct:shovel_head:0, Pladium Shovel Head
tconstruct:shovel_head:0, Ionite Shovel Head
tconstruct:shovel_head:0, Aethium Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:shovel_head:0, Wyvern Shovel Head
tconstruct:shovel_head:0, Awakened Shovel Head
tconstruct:shovel_head:0, Chaotic Shovel Head
tconstruct:shovel_head:0, Dark Matter Shovel Head
tconstruct:shovel_head:0, Red Matter Shovel Head
tconstruct:axe_head:0, Electrical Axe Head
tconstruct:axe_head:0, Energetic Axe Head
tconstruct:axe_head:0, Vibrant Axe Head
tconstruct:axe_head:0, Red Axe Head
tconstruct:axe_head:0, Conductive Axe Head
tconstruct:axe_head:0, Pulsating Axe Head
tconstruct:axe_head:0, Dark Axe Head
tconstruct:axe_head:0, Souled Axe Head
tconstruct:axe_head:0, Axe Head of the End
tconstruct:axe_head:0, Fake-Iron Axe Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Magical Wooden Axe Head
tconstruct:axe_head:0, Evil Infused Axe Head
tconstruct:axe_head:0, Enchanted Axe Head
tconstruct:axe_head:0, Demonic Axe Head
tconstruct:axe_head:0, Boron Axe Head
tconstruct:axe_head:0, Tough Alloy Axe Head
tconstruct:axe_head:0, Hard Carbon Axe Head
tconstruct:axe_head:0, Boron Nitride Axe Head
tconstruct:axe_head:0, Thorium Axe Head
tconstruct:axe_head:0, Uranium Axe Head
tconstruct:axe_head:0, Magnesium Axe Head
tconstruct:axe_head:0, Chocolate Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Plastic Axe Head
tconstruct:axe_head:0, Pink Slime Axe Head
tconstruct:axe_head:0, Reinforced Pink Slime Axe Head
tconstruct:axe_head:0, Alumite Axe Head
tconstruct:axe_head:0, Nickel Axe Head
tconstruct:axe_head:0, Invar Axe Head
tconstruct:axe_head:0, Iridium Axe Head
tconstruct:axe_head:0, Sapphire Axe Head
tconstruct:axe_head:0, Ruby Axe Head
tconstruct:axe_head:0, Peridot Axe Head
tconstruct:axe_head:0, Osmium Axe Head
tconstruct:axe_head:0, Refined Obsidian Axe Head
tconstruct:axe_head:0, Refined Glowstone Axe Head
tconstruct:axe_head:0, Osgloglas Axe Head
tconstruct:axe_head:0, Osmiridium Axe Head
tconstruct:axe_head:0, Lumium Axe Head
tconstruct:axe_head:0, Signalum Axe Head
tconstruct:axe_head:0, Platinum Axe Head
tconstruct:axe_head:0, Enderium Axe Head
tconstruct:axe_head:0, Black Quartz Axe Head
tconstruct:axe_head:0, Void Axe Head
tconstruct:axe_head:0, Enori Axe Head
tconstruct:axe_head:0, Saphi Axe Head
tconstruct:axe_head:0, Rutonia Axe Head
tconstruct:axe_head:0, Peridadic Axe Head
tconstruct:axe_head:0, Diamatine Axe Head
tconstruct:axe_head:0, Infinity Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Fluix Crystal Axe Head
tconstruct:axe_head:0, Mica Axe Head
tconstruct:axe_head:0, Litherite Axe Head
tconstruct:axe_head:0, Erodium Axe Head
tconstruct:axe_head:0, Kyronite Axe Head
tconstruct:axe_head:0, Pladium Axe Head
tconstruct:axe_head:0, Ionite Axe Head
tconstruct:axe_head:0, Aethium Axe Head
tconstruct:axe_head:0, Emerald Axe Head
tconstruct:axe_head:0, Wyvern Axe Head
tconstruct:axe_head:0, Awakened Axe Head
tconstruct:axe_head:0, Chaotic Axe Head
